Date:  18:54; domingo; agosto 31; 2025
Model name: Prot 2
Study name: Thermal 1(-Default-)
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Celsius)  ,X (mm)  ,Y (mm)  ,Z (mm)
9797  ,1.415e+02   ,-214.07  ,18  ,176.22
9798  ,1.356e+02   ,-416.29  ,18  ,-181.27
9799  ,1.356e+02   ,416.07  ,18  ,-181.16
9800  ,1.413e+02   ,257.47  ,18  ,177.68
9801  ,1.360e+02   ,411.79  ,18  ,176.92
9802  ,1.367e+02   ,392.09  ,18  ,175.03
9803  ,1.385e+02   ,354.94  ,18  ,183.8
9804  ,1.391e+02   ,335.09  ,18  ,178.49
9805  ,1.398e+02   ,316.06  ,18  ,179.85
9806  ,1.405e+02   ,298.08  ,18  ,182.28
9807  ,1.415e+02   ,240.55  ,18  ,182.98
9808  ,1.416e+02   ,220.65  ,18  ,174.35
9809  ,1.417e+02   ,200.1  ,18  ,176.57
9810  ,1.416e+02   ,183.18  ,18  ,184.15
9811  ,1.416e+02   ,164.98  ,18  ,175.2
9812  ,1.425e+02   ,113.09  ,18  ,183.65
9813  ,1.428e+02   ,94.87  ,18  ,176.76
9814  ,1.433e+02   ,74.01  ,18  ,177.07
9815  ,1.436e+02   ,47.554  ,18  ,179.01
9816  ,1.435e+02   ,32.561  ,18  ,176.74
9817  ,1.437e+02   ,13.47  ,18  ,178.97
9818  ,1.439e+02   ,-5.1355  ,18  ,180.39
9819  ,1.435e+02   ,-25.25  ,18  ,176.36
9820  ,1.436e+02   ,-46.577  ,18  ,179.01
9821  ,1.426e+02   ,-110.53  ,18  ,182.04
9822  ,1.423e+02   ,-126.5  ,18  ,180.46
9823  ,1.419e+02   ,-143.83  ,18  ,172.19
9824  ,1.414e+02   ,-166.27  ,18  ,180.18
9825  ,1.417e+02   ,-182.72  ,18  ,183.45
9826  ,1.415e+02   ,-195.92  ,18  ,182.27
9827  ,1.409e+02   ,-292.54  ,18  ,177.12
9828  ,1.409e+02   ,-272.06  ,18  ,176.25
9829  ,1.401e+02   ,-310.88  ,18  ,180.84
9830  ,1.377e+02   ,375.31  ,18  ,-176.45
9831  ,1.392e+02   ,-332.25  ,18  ,177.75
9832  ,1.388e+02   ,-355.34  ,18  ,180.34
9833  ,1.376e+02   ,-373.94  ,18  ,179.71
9834  ,1.366e+02   ,-395.97  ,18  ,173.61
9835  ,1.401e+02   ,312.16  ,18  ,-180.25
9836  ,1.406e+02   ,293.8  ,18  ,-182.09
9837  ,1.409e+02   ,269.74  ,18  ,-175.59
9838  ,1.412e+02   ,251.8  ,18  ,-182.08
9839  ,1.414e+02   ,-219.35  ,18  ,-177.31
9840  ,1.407e+02   ,-289.9  ,18  ,-178.91
9841  ,1.377e+02   ,-375.71  ,18  ,-176.61
9842  ,1.401e+02   ,-311.71  ,18  ,-180.18
9843  ,1.409e+02   ,-269.82  ,18  ,-175.72
9844  ,1.412e+02   ,-252.54  ,18  ,-182.22
9845  ,1.414e+02   ,-236.63  ,18  ,-183.3
9846  ,1.417e+02   ,-199.48  ,18  ,-177.67
9847  ,1.424e+02   ,-124.78  ,18  ,-180.15
9848  ,1.428e+02   ,-103.72  ,18  ,-177.05
9849  ,1.431e+02   ,-79.149  ,18  ,-176.46
9850  ,1.435e+02   ,-59.339  ,18  ,-182.36
9851  ,1.437e+02   ,-36.81  ,18  ,-173.87
9852  ,1.435e+02   ,-16.08  ,18  ,-180.6
9853  ,1.438e+02   ,-1.0612  ,18  ,-182.63
9854  ,1.437e+02   ,54.643  ,18  ,-179.64
9855  ,1.431e+02   ,73.312  ,18  ,-179.92
9856  ,1.428e+02   ,92.291  ,18  ,-176.51
9857  ,1.428e+02   ,113.88  ,18  ,-179.06
9858  ,1.419e+02   ,136.25  ,18  ,-177.52
9859  ,1.415e+02   ,159.79  ,18  ,-176.36
9860  ,1.417e+02   ,178.18  ,18  ,-181.4
9861  ,1.417e+02   ,197.14  ,18  ,-178.31
9862  ,1.415e+02   ,218.9  ,18  ,-176.63
9863  ,1.414e+02   ,236.23  ,18  ,-183.38
9864  ,1.445e+02   ,17.929  ,18  ,-162.9
9865  ,1.426e+02   ,-197.27  ,18  ,161.69
9866  ,1.400e+02   ,-347.03  ,18  ,159.99
9867  ,1.416e+02   ,-143.44  ,18  ,-177.17
9868  ,1.408e+02   ,-397.04  ,18  ,46.272
9869  ,1.408e+02   ,-397.04  ,18  ,-46.099
9870  ,1.394e+02   ,-397.03  ,18  ,108.22
9871  ,1.403e+02   ,397.04  ,18  ,-76.845
9872  ,1.411e+02   ,-397.04  ,18  ,15.482
9873  ,1.411e+02   ,-397.04  ,18  ,-15.309
9874  ,1.427e+02   ,371.06  ,18  ,-30.665
9875  ,1.428e+02   ,371.06  ,18  ,0.12096
9876  ,1.411e+02   ,397.04  ,18  ,-15.272
9877  ,1.408e+02   ,397.04  ,18  ,-46.059
9878  ,1.394e+02   ,397.08  ,18  ,-107.8
9879  ,1.411e+02   ,397.04  ,18  ,15.514
9880  ,1.408e+02   ,397.04  ,18  ,46.301
9881  ,1.403e+02   ,397.04  ,18  ,77.087
9882  ,1.394e+02   ,396.97  ,18  ,109.07
9883  ,1.416e+02   ,371.21  ,18  ,92.952
9884  ,1.423e+02   ,371.06  ,18  ,61.694
9885  ,1.403e+02   ,-397.04  ,18  ,77.062
9886  ,1.427e+02   ,-371.06  ,18  ,30.877
9887  ,1.429e+02   ,-371.06  ,18  ,0.08644
9888  ,1.404e+02   ,372.22  ,18  ,-124.77
9889  ,1.416e+02   ,-370.86  ,18  ,93.344
9890  ,1.423e+02   ,371.06  ,18  ,-61.452
9891  ,1.403e+02   ,-397.04  ,18  ,-76.889
9892  ,1.395e+02   ,-397.08  ,18  ,-107.85
9893  ,1.423e+02   ,-371.06  ,18  ,-61.494
9894  ,1.404e+02   ,-372.24  ,18  ,-124.86
9895  ,1.427e+02   ,-371.06  ,18  ,-30.704
9896  ,1.447e+02   ,-152.12  ,18  ,-105.89
9897  ,1.427e+02   ,371.06  ,18  ,30.907
9898  ,1.473e+02   ,53.461  ,18  ,103.46
9899  ,1.416e+02   ,-371.06  ,18  ,-92.284
9900  ,1.442e+02   ,-291.28  ,18  ,-103.39
9901  ,1.421e+02   ,-346.25  ,18  ,-109.49
9902  ,1.434e+02   ,-274.19  ,18  ,-124.13
9903  ,1.433e+02   ,-277.36  ,18  ,124.63
9904  ,1.423e+02   ,-371.06  ,18  ,61.667
9905  ,1.416e+02   ,371.06  ,18  ,-92.238
9906  ,1.439e+02   ,345.08  ,18  ,-15.272
9907  ,1.439e+02   ,-345.08  ,18  ,15.482
9908  ,1.434e+02   ,320.31  ,18  ,-93.271
9909  ,1.442e+02   ,319.1  ,18  ,-61.452
9910  ,1.430e+02   ,345.08  ,18  ,-76.845
9911  ,1.439e+02   ,-345.08  ,18  ,-15.309
9912  ,1.436e+02   ,-345.08  ,18  ,46.272
9913  ,1.421e+02   ,346.23  ,18  ,-109.41
9914  ,1.421e+02   ,-343.63  ,18  ,109.01
9915  ,1.447e+02   ,-319.1  ,18  ,0.08644
9916  ,1.436e+02   ,345.08  ,18  ,46.301
9917  ,1.446e+02   ,319.1  ,18  ,30.907
9918  ,1.442e+02   ,319.1  ,18  ,61.694
9919  ,1.440e+02   ,272.36  ,18  ,106.14
9920  ,1.422e+02   ,346.35  ,18  ,108.43
9921  ,1.434e+02   ,272.17  ,18  ,-123.82
9922  ,1.430e+02   ,-345.08  ,18  ,77.062
9923  ,1.430e+02   ,-345.08  ,18  ,-76.889
9924  ,1.430e+02   ,345.08  ,18  ,77.087
9925  ,1.436e+02   ,345.08  ,18  ,-46.059
9926  ,1.439e+02   ,345.08  ,18  ,15.514
9927  ,1.425e+02   ,319.3  ,18  ,121.55
9928  ,1.434e+02   ,320.37  ,18  ,93.563
9929  ,1.447e+02   ,319.1  ,18  ,0.12096
9930  ,1.440e+02   ,159.71  ,18  ,-124.45
9931  ,1.454e+02   ,-183.89  ,18  ,-103.97
9932  ,1.436e+02   ,-345.08  ,18  ,-46.099
9933  ,1.434e+02   ,-319.44  ,18  ,95.055
9934  ,1.441e+02   ,-319.52  ,18  ,61.962
9935  ,1.447e+02   ,-256.31  ,18  ,-103.1
9936  ,1.443e+02   ,-226.85  ,18  ,-122.48
9937  ,1.442e+02   ,-319.1  ,18  ,-61.494
9938  ,1.458e+02   ,-293.12  ,18  ,15.482
9939  ,1.446e+02   ,-319.1  ,18  ,30.877
9940  ,1.464e+02   ,-115.51  ,18  ,99.42
9941  ,1.453e+02   ,243.02  ,18  ,100.23
9942  ,1.442e+02   ,218.56  ,18  ,-120.31
9943  ,1.462e+02   ,83.406  ,18  ,106.68
9944  ,1.452e+02   ,134.81  ,18  ,-108.04
9945  ,1.460e+02   ,100.44  ,18  ,-109.67
9946  ,1.445e+02   ,-227.91  ,18  ,118.36
9947  ,1.462e+02   ,-84.929  ,18  ,107.04
9948  ,1.463e+02   ,-120.91  ,18  ,-101.14
9949  ,1.473e+02   ,-53.586  ,18  ,103.03
9950  ,1.468e+02   ,26.641  ,18  ,104.94
9951  ,1.476e+02   ,-0.23461  ,18  ,102.17
9952  ,1.468e+02   ,69.812  ,18  ,-104.45
9953  ,1.462e+02   ,108.84  ,18  ,105.18
9954  ,1.476e+02   ,-7.6122  ,18  ,-97.529
9955  ,1.471e+02   ,12.704  ,18  ,-108.91
9956  ,1.467e+02   ,37.46  ,18  ,-108.09
9957  ,1.468e+02   ,-27.959  ,18  ,105.18
9958  ,1.478e+02   ,-17.591  ,18  ,77.01
9959  ,1.468e+02   ,-99.694  ,18  ,80.203
9960  ,1.476e+02   ,37.932  ,18  ,77.68
9961  ,1.476e+02   ,69.084  ,18  ,80.309
9962  ,1.485e+02   ,54.614  ,18  ,54.269
9963  ,1.469e+02   ,87.407  ,18  ,-81.064
9964  ,1.481e+02   ,10.992  ,18  ,75.266
9965  ,1.465e+02   ,-32.686  ,18  ,-114.41
9966  ,1.449e+02   ,-208.01  ,18  ,-101.55
9967  ,1.446e+02   ,-319.1  ,18  ,-30.704
9968  ,1.434e+02   ,-320.28  ,18  ,-93.375
9969  ,1.450e+02   ,-295.67  ,18  ,-75.862
9970  ,1.447e+02   ,-255.48  ,18  ,102.97
9971  ,1.442e+02   ,-291.54  ,18  ,103.88
9972  ,1.449e+02   ,-296.75  ,18  ,76.963
9973  ,1.448e+02   ,-271.77  ,18  ,79.787
9974  ,1.458e+02   ,-293.12  ,18  ,-15.309
9975  ,1.446e+02   ,-147.09  ,18  ,111.32
9976  ,1.443e+02   ,154.02  ,18  ,115.61
9977  ,1.441e+02   ,295.91  ,18  ,105.36
9978  ,1.450e+02   ,266.12  ,18  ,77.036
9979  ,1.446e+02   ,319.1  ,18  ,-30.665
9980  ,1.450e+02   ,295.96  ,18  ,-76.433
9981  ,1.453e+02   ,268.07  ,18  ,-60.42
9982  ,1.455e+02   ,293.12  ,18  ,-46.059
9983  ,1.441e+02   ,291.22  ,18  ,-105.04
9984  ,1.459e+02   ,-267.13  ,18  ,0.08644
9985  ,1.451e+02   ,-205.44  ,18  ,97.916
9986  ,1.454e+02   ,-177.03  ,18  ,101.09
9987  ,1.478e+02   ,-42.887  ,18  ,74.978
9988  ,1.475e+02   ,-70.978  ,18  ,80.82
9989  ,1.457e+02   ,-88.382  ,18  ,-116.81
9990  ,1.456e+02   ,-167.78  ,18  ,-81.528
9991  ,1.451e+02   ,164  ,18  ,-95.837
9992  ,1.454e+02   ,190.81  ,18  ,-102.31
9993  ,1.469e+02   ,96.464  ,18  ,78.775
9994  ,1.444e+02   ,210.45  ,18  ,115.01
9995  ,1.455e+02   ,182.85  ,18  ,101.9
9996  ,1.449e+02   ,252.94  ,18  ,-103.24
9997  ,1.461e+02   ,-192.11  ,18  ,-74
9998  ,1.447e+02   ,271.23  ,18  ,-84.271
9999  ,1.455e+02   ,-293.12  ,18  ,-46.099
10000  ,1.455e+02   ,-292.2  ,18  ,48.048
10001  ,1.458e+02   ,-138.39  ,18  ,82.673
10002  ,1.461e+02   ,-148.27  ,18  ,49.416
10003  ,1.455e+02   ,-160.44  ,18  ,78.336
10004  ,1.458e+02   ,293.12  ,18  ,-15.272
10005  ,1.458e+02   ,293.12  ,18  ,15.514
10006  ,1.452e+02   ,222.73  ,18  ,-94.03
10007  ,1.454e+02   ,291.13  ,18  ,48.359
10008  ,1.449e+02   ,293.86  ,18  ,78.787
10009  ,1.457e+02   ,261.38  ,18  ,51.836
10010  ,1.459e+02   ,267.13  ,18  ,0.12096
10011  ,1.468e+02   ,115.42  ,18  ,-86.42
10012  ,1.457e+02   ,-211.48  ,18  ,68.058
10013  ,1.455e+02   ,-230.39  ,18  ,88.929
10014  ,1.448e+02   ,-271.68  ,18  ,-81.792
10015  ,1.454e+02   ,-233.53  ,18  ,-94.46
10016  ,1.454e+02   ,-267.17  ,18  ,-57.393
10017  ,1.457e+02   ,-266.98  ,18  ,-30.503
10018  ,1.474e+02   ,-60.31  ,18  ,-99.391
10019  ,1.472e+02   ,-121.47  ,18  ,60.442
10020  ,1.458e+02   ,-141.66  ,18  ,-77.021
10021  ,1.457e+02   ,131.82  ,18  ,98.86
10022  ,1.476e+02   ,22.441  ,18  ,-80.439
10023  ,1.472e+02   ,-113.62  ,18  ,-69.584
10024  ,1.466e+02   ,-91.321  ,18  ,-88.711
10025  ,1.479e+02   ,52.981  ,18  ,-82.315
10026  ,1.482e+02   ,42.26  ,18  ,-55.319
10027  ,1.461e+02   ,236.57  ,18  ,69.283
10028  ,1.476e+02   ,81.735  ,18  ,52.553
10029  ,1.462e+02   ,-243.74  ,18  ,67.111
10030  ,1.457e+02   ,267.13  ,18  ,-30.665
10031  ,1.461e+02   ,-244.9  ,18  ,-69.789
10032  ,1.458e+02   ,139.85  ,18  ,-77.071
10033  ,1.460e+02   ,240.33  ,18  ,-74.877
10034  ,1.453e+02   ,214.13  ,18  ,87.256
10035  ,1.467e+02   ,127.29  ,18  ,72.728
10036  ,1.468e+02   ,241.15  ,18  ,-15.272
10037  ,1.457e+02   ,-267.75  ,18  ,28.42
10038  ,1.475e+02   ,108.63  ,18  ,-57.85
10039  ,1.482e+02   ,25.962  ,18  ,49.01
10040  ,1.474e+02   ,-88.823  ,18  ,55.272
10041  ,1.474e+02   ,-33.54  ,18  ,-84.128
10042  ,1.455e+02   ,-264.93  ,18  ,52.789
10043  ,1.462e+02   ,-187.31  ,18  ,74.082
10044  ,1.468e+02   ,-241.23  ,18  ,13.571
10045  ,1.474e+02   ,-86.682  ,18  ,-58.303
10046  ,1.460e+02   ,209.42  ,18  ,56.886
10047  ,1.462e+02   ,187.28  ,18  ,74.062
10048  ,1.458e+02   ,266.5  ,18  ,28.489
10049  ,1.465e+02   ,243.63  ,18  ,-45.617
10050  ,1.479e+02   ,72.198  ,18  ,-58.511
10051  ,1.461e+02   ,-165.04  ,18  ,-53.303
10052  ,1.457e+02   ,-217.82  ,18  ,-70.913
10053  ,1.467e+02   ,-240.1  ,18  ,37.4
10054  ,1.488e+02   ,-5.5847  ,18  ,50.232
10055  ,1.490e+02   ,9.5022  ,18  ,21.01
10056  ,1.485e+02   ,-61.776  ,18  ,51.646
10057  ,1.484e+02   ,-6.2735  ,18  ,-68.576
10058  ,1.453e+02   ,156.78  ,18  ,85.517
10059  ,1.457e+02   ,202.93  ,18  ,-74.862
10060  ,1.463e+02   ,-201.51  ,18  ,-46.871
10061  ,1.480e+02   ,-64.409  ,18  ,-71.818
10062  ,1.482e+02   ,-33.209  ,18  ,46.717
10063  ,1.466e+02   ,-192.61  ,18  ,43.691
10064  ,1.460e+02   ,170.72  ,18  ,-68.689
10065  ,1.476e+02   ,109.75  ,18  ,52.083
10066  ,1.484e+02   ,17.063  ,18  ,-48.978
10067  ,1.468e+02   ,239.72  ,18  ,14.352
10068  ,1.465e+02   ,138.44  ,18  ,46.744
10069  ,1.464e+02   ,213.63  ,18  ,-0.21243
10070  ,1.468e+02   ,-241.78  ,18  ,-14.318
10071  ,1.466e+02   ,-236.16  ,18  ,-42.005
10072  ,1.464e+02   ,-217.83  ,18  ,0.67053
10073  ,1.466e+02   ,235.02  ,18  ,40.472
10074  ,1.468e+02   ,183.19  ,18  ,43.48
10075  ,1.459e+02   ,160.96  ,18  ,58.729
10076  ,1.467e+02   ,-134.6  ,18  ,-47.969
10077  ,1.485e+02   ,68.237  ,18  ,25.722
10078  ,1.485e+02   ,42.189  ,18  ,26.492
10079  ,1.478e+02   ,118.15  ,18  ,-27.161
10080  ,1.464e+02   ,139.76  ,18  ,-49.645
10081  ,1.486e+02   ,-61.489  ,18  ,-40.63
10082  ,1.481e+02   ,-37.503  ,18  ,-56.562
10083  ,1.480e+02   ,-79.974  ,18  ,25.695
10084  ,1.478e+02   ,-108.16  ,18  ,33.759
10085  ,1.488e+02   ,-10.105  ,18  ,-39.92
10086  ,1.463e+02   ,166.32  ,18  ,-37.081
10087  ,1.487e+02   ,60.843  ,18  ,-31.101
10088  ,1.477e+02   ,89.729  ,18  ,-33.309
10089  ,1.463e+02   ,216.18  ,18  ,-29.873
10090  ,1.460e+02   ,220  ,18  ,-54.847
10091  ,1.463e+02   ,-171  ,18  ,50.866
10092  ,1.463e+02   ,-212.35  ,18  ,-22.066
10093  ,1.470e+02   ,135.16  ,18  ,3.754
10094  ,1.465e+02   ,143.81  ,18  ,-21.333
10095  ,1.488e+02   ,-51.6  ,18  ,22.987
10096  ,1.485e+02   ,28.212  ,18  ,2.6617
10097  ,1.489e+02   ,54.716  ,18  ,-1.2653
10098  ,1.487e+02   ,-18.043  ,18  ,21.925
10099  ,1.463e+02   ,-209.09  ,18  ,22.082
10100  ,1.462e+02   ,-219.77  ,18  ,44.886
10101  ,1.463e+02   ,-152.27  ,18  ,-24.433
10102  ,1.477e+02   ,-106.35  ,18  ,-37.096
10103  ,1.470e+02   ,-133.65  ,18  ,25.52
10104  ,1.467e+02   ,-171.15  ,18  ,22.533
10105  ,1.463e+02   ,208.55  ,18  ,27.282
10106  ,1.471e+02   ,183.18  ,18  ,13.324
10107  ,1.470e+02   ,190.18  ,18  ,-17.03
10108  ,1.466e+02   ,191.82  ,18  ,-48.703
10109  ,1.477e+02   ,95.687  ,18  ,25.241
10110  ,1.481e+02   ,79.63  ,18  ,-4.8265
10111  ,1.479e+02   ,-103.36  ,18  ,1.3924
10112  ,1.469e+02   ,-180.31  ,18  ,-28.47
10113  ,1.466e+02   ,-167.93  ,18  ,-2.617
10114  ,1.485e+02   ,-37.633  ,18  ,-26.083
10115  ,1.490e+02   ,-11.916  ,18  ,-7.3517
10116  ,1.485e+02   ,35.429  ,18  ,-25.197
10117  ,1.469e+02   ,-191.45  ,18  ,-0.75251
10118  ,1.475e+02   ,-125.57  ,18  ,-18.3
10119  ,1.490e+02   ,9.5239  ,18  ,-16.923
10120  ,1.463e+02   ,157.06  ,18  ,26.768
10121  ,1.466e+02   ,-142.27  ,18  ,3.8136
10122  ,1.479e+02   ,-82.418  ,18  ,-26.762
10123  ,1.465e+02   ,163.21  ,18  ,-5.1805
10124  ,1.476e+02   ,124.15  ,18  ,26.476
10125  ,1.486e+02   ,-37.272  ,18  ,0.4766
10126  ,1.487e+02   ,-67.461  ,18  ,-4.6924
10127  ,1.479e+02   ,106.66  ,18  ,-1.6154
22909  ,1.341e+02   ,-449  ,18  ,-153.85
23021  ,1.435e+02   ,-88.659  ,18  ,166.15
23078  ,1.464e+02   ,-254.46  ,18  ,-7.1157
23287  ,1.468e+02   ,-241.5  ,18  ,-0.37335
24257  ,1.416e+02   ,-77.461  ,18  ,201.66
24316  ,1.332e+02   ,428.99  ,18  ,203.49
24317  ,1.326e+02   ,434.34  ,18  ,203.49
24318  ,1.327e+02   ,430.82  ,18  ,209
24339  ,1.368e+02   ,436.04  ,18  ,-116.14
24381  ,1.398e+02   ,244.91  ,18  ,209
24707  ,1.361e+02   ,-407.28  ,18  ,-176.41
24714  ,1.359e+02   ,-399.13  ,18  ,-183.96
24715  ,1.354e+02   ,-408.13  ,18  ,-188.82
24723  ,1.363e+02   ,-392.07  ,18  ,-182.43
24836  ,1.338e+02   ,423.08  ,18  ,203.23
25905  ,1.425e+02   ,-15.66  ,18  ,196.35
26033  ,1.456e+02   ,-266.34  ,18  ,40.605
26036  ,1.455e+02   ,-278.57  ,18  ,50.418
26326  ,1.380e+02   ,343.97  ,18  ,-194.9
26705  ,1.431e+02   ,-140.9  ,18  ,-156.58
26714  ,1.392e+02   ,-293.59  ,18  ,-203.1
26729  ,1.396e+02   ,-284.83  ,18  ,-196.02
27167  ,1.397e+02   ,373.64  ,18  ,-139.17
27470  ,1.338e+02   ,440.03  ,18  ,175.15
27471  ,1.353e+02   ,427.5  ,18  ,168.76
27472  ,1.349e+02   ,436.47  ,18  ,162.14
28159  ,1.436e+02   ,332.09  ,18  ,69.39
28207  ,1.399e+02   ,210.58  ,18  ,-201.78
28253  ,1.350e+02   ,405.57  ,18  ,196.02
28485  ,1.353e+02   ,449  ,18  ,-123.73
28742  ,1.363e+02   ,436.04  ,18  ,-131.61
28840  ,1.374e+02   ,-449  ,18  ,31.067
28987  ,1.422e+02   ,11.228  ,18  ,-203.29
28992  ,1.419e+02   ,29.199  ,18  ,-202.17
28995  ,1.419e+02   ,22.555  ,18  ,-202.17
29000  ,1.415e+02   ,26.574  ,18  ,-209
29552  ,1.374e+02   ,449  ,18  ,-30.811
29868  ,1.408e+02   ,358.33  ,18  ,130.88
30154  ,1.412e+02   ,-112.97  ,18  ,203.53
30163  ,1.412e+02   ,-118.06  ,18  ,203.53
30200  ,1.424e+02   ,-298.03  ,18  ,-147.69
30232  ,1.433e+02   ,307.61  ,18  ,113.46
30354  ,1.468e+02   ,-117.27  ,18  ,-85.362
30609  ,1.392e+02   ,317.63  ,18  ,-188.04
30739  ,1.436e+02   ,-26.445  ,18  ,-177.24
30753  ,1.430e+02   ,-32.522  ,18  ,-184.22
31631  ,1.458e+02   ,-117.4  ,18  ,-115.09
31856  ,1.387e+02   ,-436.01  ,18  ,-7.6626
32447  ,1.478e+02   ,-30.239  ,18  ,75.994
32757  ,1.485e+02   ,-49.561  ,18  ,-33.357
32758  ,1.486e+02   ,-52.547  ,18  ,-15.388
32759  ,1.486e+02   ,-64.475  ,18  ,-22.661
32933  ,1.440e+02   ,-266.42  ,18  ,113.8
33248  ,1.387e+02   ,436.01  ,18  ,-7.6001
33249  ,1.399e+02   ,423.02  ,18  ,-15.272
33250  ,1.387e+02   ,436.01  ,18  ,-22.993
33443  ,1.451e+02   ,-110.72  ,18  ,130.09
33695  ,1.413e+02   ,-140.67  ,18  ,183.5
33696  ,1.421e+02   ,-135.16  ,18  ,176.32
33697  ,1.415e+02   ,-132.01  ,18  ,187.64
33988  ,1.424e+02   ,-87.699  ,18  ,185.18
33989  ,1.431e+02   ,-81.888  ,18  ,177.49
33990  ,1.426e+02   ,-75.144  ,18  ,186.64
34079  ,1.417e+02   ,73.183  ,18  ,202.84
34080  ,1.420e+02   ,76.566  ,18  ,195.75
34081  ,1.415e+02   ,79.657  ,18  ,201.9
34085  ,1.413e+02   ,86.134  ,18  ,201.9
34133  ,1.473e+02   ,-100.15  ,18  ,-63.943
34294  ,1.385e+02   ,436.01  ,18  ,-38.483
34552  ,1.400e+02   ,247.34  ,18  ,203.74
34792  ,1.464e+02   ,196.3  ,18  ,50.183
34806  ,1.465e+02   ,185.24  ,18  ,58.771
34928  ,1.440e+02   ,-70.414  ,18  ,-167.63
34929  ,1.433e+02   ,-69.244  ,18  ,-179.41
34930  ,1.442e+02   ,-60.509  ,18  ,-170.58
34950  ,1.401e+02   ,242.21  ,18  ,203.74
35056  ,1.480e+02   ,93.145  ,18  ,-3.2209
35144  ,1.411e+02   ,119.49  ,18  ,204.04
35151  ,1.406e+02   ,129.67  ,18  ,203.44
35207  ,1.409e+02   ,132.75  ,18  ,196.42
35223  ,1.405e+02   ,146.32  ,18  ,194.3
35350  ,1.480e+02   ,-38.048  ,18  ,60.848
35354  ,1.480e+02   ,-25.4  ,18  ,61.864
35420  ,1.461e+02   ,255.38  ,18  ,-38.141
35655  ,1.402e+02   ,-336.19  ,18  ,-161.77
35674  ,1.401e+02   ,-326.01  ,18  ,-165.49
35798  ,1.409e+02   ,213.11  ,18  ,-185.6
36111  ,1.350e+02   ,-405.45  ,18  ,197.01
36170  ,1.353e+02   ,-389.11  ,18  ,-201.16
36171  ,1.356e+02   ,-392.92  ,18  ,-194.84
36172  ,1.349e+02   ,-396.16  ,18  ,-202.69
36414  ,1.406e+02   ,-397.04  ,18  ,61.667
36431  ,1.423e+02   ,31.138  ,18  ,195.57
36444  ,1.436e+02   ,23.016  ,18  ,177.86
36468  ,1.378e+02   ,330.32  ,18  ,202.19
36488  ,1.380e+02   ,323.76  ,18  ,202.19
36489  ,1.375e+02   ,327.44  ,18  ,209
36741  ,1.459e+02   ,-215.63  ,18  ,56.472
37047  ,1.396e+02   ,260.19  ,18  ,-202.2
37048  ,1.401e+02   ,257.29  ,18  ,-196.84
37049  ,1.398e+02   ,254.48  ,18  ,-203.64
37310  ,1.337e+02   ,-440.76  ,18  ,-175.3
37367  ,1.380e+02   ,-344.23  ,18  ,-194.93
37577  ,1.463e+02   ,231.81  ,18  ,-50.232
37592  ,1.463e+02   ,241.98  ,18  ,-60.247
37645  ,1.361e+02   ,-404.73  ,18  ,178.07
37647  ,1.356e+02   ,-392.71  ,18  ,194.98
37872  ,1.415e+02   ,345.58  ,18  ,-124.45
37914  ,1.414e+02   ,133.16  ,18  ,187.67
37916  ,1.420e+02   ,135.48  ,18  ,176.71
37917  ,1.412e+02   ,141  ,18  ,183.99
37986  ,1.412e+02   ,-139.22  ,18  ,-186.5
37991  ,1.400e+02   ,-145.74  ,18  ,-201.76
38219  ,1.402e+02   ,410.03  ,18  ,-53.755
38252  ,1.383e+02   ,330.69  ,18  ,-194.6
38277  ,1.410e+02   ,-397.04  ,18  ,-30.704
38302  ,1.437e+02   ,-284.45  ,18  ,114.25
38466  ,1.423e+02   ,-7.1705  ,18  ,203.07
38947  ,1.450e+02   ,305.12  ,18  ,39.633
39006  ,1.456e+02   ,292.13  ,18  ,31.937
39007  ,1.452e+02   ,306.11  ,18  ,23.211
39011  ,1.421e+02   ,-169.79  ,18  ,169.09
39045  ,1.435e+02   ,-171.84  ,18  ,143.99
39421  ,1.452e+02   ,-220.77  ,18  ,-98.004
39469  ,1.382e+02   ,-364.64  ,18  ,180.02
39514  ,1.402e+02   ,-276.03  ,18  ,185.72
39607  ,1.418e+02   ,319.95  ,18  ,-137.44
39961  ,1.421e+02   ,156.77  ,18  ,-164.58
39962  ,1.422e+02   ,171.1  ,18  ,-168.47
39963  ,1.429e+02   ,168.08  ,18  ,-156.69
40735  ,1.416e+02   ,-209.42  ,18  ,-177.49
40754  ,1.437e+02   ,-261.03  ,18  ,-128.9
40755  ,1.428e+02   ,-272.35  ,18  ,-138.32
40756  ,1.431e+02   ,-259.19  ,18  ,-143.09
41317  ,1.403e+02   ,272.84  ,18  ,185.99
41385  ,1.445e+02   ,294.89  ,18  ,92.073
41418  ,1.433e+02   ,345.08  ,18  ,61.694
41429  ,1.427e+02   ,358.07  ,18  ,69.39
41430  ,1.429e+02   ,358.07  ,18  ,53.997
41596  ,1.401e+02   ,244.46  ,18  ,-203.57
41615  ,1.394e+02   ,266.53  ,18  ,-202.2
41616  ,1.391e+02   ,263.72  ,18  ,-209
41735  ,1.401e+02   ,-198.35  ,18  ,203.4
41861  ,1.422e+02   ,216.75  ,18  ,-163.85
41954  ,1.388e+02   ,-397.94  ,18  ,124.7
42050  ,1.317e+02   ,442.58  ,18  ,209
42051  ,1.322e+02   ,442.58  ,18  ,200.27
