Date:  22:03; quinta-feira; setembro 04; 2025
Model name: Prot 2
Study name: Thermal 2(-Default-)
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Celsius)  ,X (mm)  ,Y (mm)  ,Z (mm)
12555  ,1.960e+02   ,-360.13  ,18  ,-157.03
12556  ,1.950e+02   ,-397.29  ,18  ,-149.29
12557  ,1.953e+02   ,-387.2  ,18  ,-146.87
12558  ,1.950e+02   ,-389.64  ,18  ,-156.9
12559  ,1.948e+02   ,-398.42  ,18  ,-159.06
12560  ,1.977e+02   ,-214.67  ,18  ,157.18
12561  ,1.977e+02   ,-205.09  ,18  ,157.14
12562  ,1.979e+02   ,-209.91  ,18  ,148.41
12563  ,1.952e+02   ,-396.89  ,18  ,-139.65
12564  ,1.957e+02   ,-369.91  ,18  ,-157.02
12565  ,1.954e+02   ,-397.29  ,18  ,-129.38
12566  ,1.962e+02   ,-340.69  ,18  ,-156.97
12567  ,1.964e+02   ,-330.57  ,18  ,-157.09
12568  ,1.956e+02   ,-397.29  ,18  ,-119.43
12569  ,1.959e+02   ,-397.29  ,18  ,-99.524
12570  ,1.971e+02   ,-300.96  ,18  ,-157.01
12571  ,1.972e+02   ,-291.27  ,18  ,-157.04
12572  ,1.961e+02   ,-397.29  ,18  ,-89.571
12573  ,1.972e+02   ,-281.62  ,18  ,-157.02
12574  ,1.962e+02   ,-397.29  ,18  ,-79.619
12575  ,1.964e+02   ,-397.29  ,18  ,-59.714
12576  ,1.965e+02   ,-397.29  ,18  ,-49.762
12577  ,1.978e+02   ,-241.98  ,18  ,-157.02
12578  ,1.965e+02   ,-397.29  ,18  ,-39.81
12579  ,1.966e+02   ,-397.29  ,18  ,-29.857
12580  ,1.966e+02   ,-397.29  ,18  ,-19.905
12581  ,1.970e+02   ,-278.05  ,18  ,165.83
12582  ,1.966e+02   ,-397.29  ,18  ,-9.9524
12583  ,1.962e+02   ,-405.9  ,18  ,64.69
12584  ,1.948e+02   ,-398.68  ,18  ,159.19
12585  ,1.952e+02   ,-396.89  ,18  ,139.67
12586  ,1.970e+02   ,286.04  ,18  ,-165.62
12587  ,1.950e+02   ,-390.33  ,18  ,157.06
12588  ,1.953e+02   ,-387.43  ,18  ,146.99
12589  ,1.950e+02   ,-397.29  ,18  ,149.29
12590  ,1.970e+02   ,295.66  ,18  ,-165.71
12591  ,1.968e+02   ,305.53  ,18  ,-165.68
12592  ,1.968e+02   ,388.67  ,18  ,-34.833
12593  ,1.966e+02   ,397.29  ,18  ,-29.857
12594  ,1.965e+02   ,397.29  ,18  ,-39.81
12595  ,1.965e+02   ,315.23  ,18  ,-165.68
12596  ,1.965e+02   ,405.9  ,18  ,-24.881
12597  ,1.963e+02   ,325.1  ,18  ,-165.63
12598  ,1.963e+02   ,-405.9  ,18  ,54.738
12599  ,1.960e+02   ,405.9  ,18  ,-84.595
12600  ,1.970e+02   ,-287.6  ,18  ,165.67
12601  ,1.968e+02   ,-312.47  ,18  ,157.05
12602  ,1.961e+02   ,335.42  ,18  ,-165.62
12603  ,1.964e+02   ,-405.9  ,18  ,44.786
12604  ,1.960e+02   ,345.36  ,18  ,-165.67
12605  ,1.954e+02   ,-397.29  ,18  ,129.38
12606  ,1.959e+02   ,355.02  ,18  ,-165.69
12607  ,1.959e+02   ,-397.29  ,18  ,99.524
12608  ,1.957e+02   ,364.78  ,18  ,-165.67
12609  ,1.961e+02   ,-397.29  ,18  ,89.571
12610  ,1.962e+02   ,-397.29  ,18  ,79.619
12611  ,1.963e+02   ,-397.29  ,18  ,69.667
12612  ,1.954e+02   ,397.29  ,18  ,-129.38
12613  ,1.966e+02   ,-397.29  ,18  ,19.905
12614  ,1.964e+02   ,-397.29  ,18  ,59.714
12615  ,1.975e+02   ,-248.93  ,18  ,165.66
12616  ,1.965e+02   ,-397.29  ,18  ,49.762
12617  ,1.966e+02   ,-397.29  ,18  ,9.9524
12618  ,1.948e+02   ,398.44  ,18  ,-159.08
12619  ,1.972e+02   ,-273.22  ,18  ,157.17
12620  ,1.974e+02   ,-263.63  ,18  ,157.14
12621  ,1.978e+02   ,-232.14  ,18  ,-157
12622  ,1.976e+02   ,-253.92  ,18  ,157.05
12623  ,1.967e+02   ,-397.29  ,18  ,0
12624  ,1.977e+02   ,-222.32  ,18  ,-157.02
12625  ,1.977e+02   ,-224.13  ,18  ,156.99
12626  ,1.979e+02   ,-192.48  ,18  ,-157.07
12627  ,1.981e+02   ,-133.17  ,18  ,-157
12628  ,1.980e+02   ,-182.75  ,18  ,-157.08
12629  ,1.979e+02   ,-173.05  ,18  ,-157.07
12630  ,1.978e+02   ,-163.33  ,18  ,-157.05
12631  ,1.986e+02   ,-84.038  ,18  ,-156.94
12632  ,1.987e+02   ,-73.946  ,18  ,-156.93
12633  ,1.989e+02   ,-64.191  ,18  ,-157.01
12634  ,1.985e+02   ,-97.314  ,18  ,157.02
12635  ,1.990e+02   ,-14.843  ,18  ,-156.97
12636  ,1.991e+02   ,-5.0056  ,18  ,-157.01
12637  ,1.990e+02   ,-58.669  ,18  ,156.97
12638  ,1.991e+02   ,-0.044682  ,18  ,156.97
12639  ,1.989e+02   ,38.835  ,18  ,157.14
12640  ,1.985e+02   ,103.25  ,18  ,-156.84
12641  ,1.985e+02   ,113.15  ,18  ,-156.95
12642  ,1.990e+02   ,58.367  ,18  ,156.94
12643  ,1.984e+02   ,122.83  ,18  ,-157
12644  ,1.985e+02   ,97.218  ,18  ,157.15
12645  ,1.978e+02   ,162.83  ,18  ,-157.02
12646  ,1.979e+02   ,172.5  ,18  ,-156.96
12647  ,1.980e+02   ,182.17  ,18  ,-157.04
12648  ,1.980e+02   ,136.83  ,18  ,156.98
12649  ,1.978e+02   ,201.72  ,18  ,-156.98
12650  ,1.977e+02   ,211.72  ,18  ,-157.08
12651  ,1.978e+02   ,155.98  ,18  ,157.13
12652  ,1.977e+02   ,221.91  ,18  ,-157.01
12653  ,1.978e+02   ,231.65  ,18  ,-157.04
12654  ,1.980e+02   ,175.54  ,18  ,157.01
12655  ,1.978e+02   ,241.44  ,18  ,-157.04
12656  ,1.980e+02   ,185.57  ,18  ,157.02
12657  ,1.977e+02   ,205.06  ,18  ,157.14
12658  ,1.977e+02   ,214.63  ,18  ,157.18
12659  ,1.970e+02   ,278.01  ,18  ,165.83
12660  ,1.969e+02   ,297.61  ,18  ,165.66
12661  ,1.977e+02   ,258.82  ,18  ,148.44
12662  ,1.976e+02   ,253.89  ,18  ,157.05
12663  ,1.974e+02   ,263.59  ,18  ,157.14
12664  ,1.975e+02   ,268.41  ,18  ,148.41
12665  ,1.972e+02   ,273.17  ,18  ,157.17
12666  ,1.960e+02   ,346.18  ,18  ,165.66
12667  ,1.952e+02   ,375.91  ,18  ,165.73
12668  ,1.949e+02   ,385.61  ,18  ,165.88
12669  ,1.948e+02   ,398.6  ,18  ,159.14
12670  ,1.950e+02   ,397.29  ,18  ,149.29
12671  ,1.950e+02   ,390.31  ,18  ,157.06
12672  ,1.953e+02   ,380.99  ,18  ,156.89
12673  ,1.956e+02   ,371.03  ,18  ,157.05
12674  ,1.961e+02   ,351.1  ,18  ,157.01
12675  ,1.962e+02   ,341.18  ,18  ,157.11
12676  ,1.954e+02   ,397.29  ,18  ,129.38
12677  ,1.963e+02   ,331.81  ,18  ,157.12
12678  ,1.956e+02   ,397.29  ,18  ,119.43
12679  ,1.968e+02   ,312.45  ,18  ,157.05
12680  ,1.971e+02   ,302.54  ,18  ,156.99
12681  ,1.959e+02   ,397.29  ,18  ,99.524
12682  ,1.972e+02   ,292.58  ,18  ,156.97
12683  ,1.961e+02   ,397.29  ,18  ,89.571
12684  ,1.972e+02   ,282.65  ,18  ,156.99
12685  ,1.962e+02   ,397.29  ,18  ,79.619
12686  ,1.965e+02   ,397.29  ,18  ,49.762
12687  ,1.978e+02   ,244.04  ,18  ,156.96
12688  ,1.965e+02   ,397.29  ,18  ,39.81
12689  ,1.966e+02   ,397.29  ,18  ,29.857
12690  ,1.972e+02   ,281.03  ,18  ,-157.05
12691  ,1.966e+02   ,397.29  ,18  ,19.905
12692  ,1.976e+02   ,251.2  ,18  ,-157.05
12693  ,1.966e+02   ,397.29  ,18  ,-19.905
12694  ,1.966e+02   ,320.12  ,18  ,-157
12695  ,1.964e+02   ,330.24  ,18  ,-156.96
12696  ,1.972e+02   ,290.92  ,18  ,-157
12697  ,1.971e+02   ,300.58  ,18  ,-157.03
12698  ,1.969e+02   ,310.38  ,18  ,-157.02
12699  ,1.960e+02   ,359.88  ,18  ,-157.02
12700  ,1.962e+02   ,397.29  ,18  ,-79.619
12701  ,1.957e+02   ,369.62  ,18  ,-157
12702  ,1.962e+02   ,340.44  ,18  ,-157.04
12703  ,1.962e+02   ,350.2  ,18  ,-157.02
12704  ,1.950e+02   ,389.66  ,18  ,-156.88
12705  ,1.956e+02   ,397.29  ,18  ,-119.43
12706  ,1.953e+02   ,379.86  ,18  ,-156.55
12707  ,1.952e+02   ,396.89  ,18  ,-139.65
12708  ,1.950e+02   ,397.29  ,18  ,-149.29
12709  ,1.953e+02   ,387.16  ,18  ,-146.86
12710  ,1.958e+02   ,397.29  ,18  ,-109.48
12711  ,1.959e+02   ,397.29  ,18  ,-99.524
12712  ,1.955e+02   ,388.56  ,18  ,-134.86
12713  ,1.961e+02   ,397.29  ,18  ,-89.571
12714  ,1.963e+02   ,397.29  ,18  ,-69.667
12715  ,1.964e+02   ,397.29  ,18  ,-59.714
12716  ,1.965e+02   ,397.29  ,18  ,-49.762
12717  ,1.966e+02   ,397.29  ,18  ,-9.9524
12718  ,1.967e+02   ,397.29  ,18  ,-4.0273E-12
12719  ,1.966e+02   ,397.29  ,18  ,9.9524
12720  ,1.974e+02   ,260.86  ,18  ,-157.02
12721  ,1.978e+02   ,233.95  ,18  ,156.94
12722  ,1.977e+02   ,256  ,18  ,-148.38
12723  ,1.979e+02   ,249.04  ,18  ,148.35
12724  ,1.964e+02   ,397.29  ,18  ,59.714
12725  ,1.963e+02   ,397.29  ,18  ,69.667
12726  ,1.974e+02   ,287.59  ,18  ,148.38
12727  ,1.974e+02   ,297.58  ,18  ,148.35
12728  ,1.972e+02   ,307.54  ,18  ,148.44
12729  ,1.958e+02   ,397.29  ,18  ,109.48
12730  ,1.969e+02   ,317.44  ,18  ,148.44
12731  ,1.965e+02   ,322.23  ,18  ,157.16
12732  ,1.965e+02   ,336.48  ,18  ,148.32
12733  ,1.964e+02   ,346.05  ,18  ,148.46
12734  ,1.952e+02   ,396.89  ,18  ,139.67
12735  ,1.960e+02   ,361.03  ,18  ,156.94
12736  ,1.956e+02   ,376.13  ,18  ,148.46
12737  ,1.953e+02   ,387.41  ,18  ,147
12738  ,1.957e+02   ,388.67  ,18  ,124.4
12739  ,1.959e+02   ,388.67  ,18  ,114.45
12740  ,1.955e+02   ,388.58  ,18  ,134.91
12741  ,1.963e+02   ,388.67  ,18  ,84.595
12742  ,1.960e+02   ,388.67  ,18  ,104.5
12743  ,1.962e+02   ,388.67  ,18  ,94.548
12744  ,1.968e+02   ,388.67  ,18  ,34.833
12745  ,1.964e+02   ,388.67  ,18  ,74.643
12746  ,1.965e+02   ,388.67  ,18  ,64.69
12747  ,1.966e+02   ,388.67  ,18  ,54.738
12748  ,1.967e+02   ,388.67  ,18  ,44.786
12749  ,1.977e+02   ,224.1  ,18  ,156.99
12750  ,1.968e+02   ,388.67  ,18  ,24.881
12751  ,1.968e+02   ,388.67  ,18  ,14.929
12752  ,1.979e+02   ,195.43  ,18  ,157.05
12753  ,1.968e+02   ,388.67  ,18  ,4.9762
12754  ,1.980e+02   ,236.55  ,18  ,-148.38
12755  ,1.978e+02   ,165.68  ,18  ,157.04
12756  ,1.978e+02   ,146.3  ,18  ,157.16
12757  ,1.979e+02   ,191.89  ,18  ,-157
12758  ,1.983e+02   ,127.07  ,18  ,156.98
12759  ,1.982e+02   ,177.4  ,18  ,-148.34
12760  ,1.985e+02   ,116.88  ,18  ,157.01
12761  ,1.981e+02   ,167.61  ,18  ,-148.33
12762  ,1.985e+02   ,107.08  ,18  ,157.05
12763  ,1.980e+02   ,157.82  ,18  ,-148.33
12764  ,1.985e+02   ,87.714  ,18  ,157.12
12765  ,1.986e+02   ,78.354  ,18  ,157.11
12766  ,1.985e+02   ,127.76  ,18  ,-148.35
12767  ,1.981e+02   ,132.65  ,18  ,-157.02
12768  ,1.988e+02   ,68.43  ,18  ,157.04
12769  ,1.987e+02   ,118.04  ,18  ,-148.32
12770  ,1.987e+02   ,108.29  ,18  ,-148.32
12771  ,1.989e+02   ,48.476  ,18  ,157.05
12772  ,1.987e+02   ,98.298  ,18  ,-148.26
12773  ,1.988e+02   ,29.191  ,18  ,157.16
12774  ,1.989e+02   ,19.793  ,18  ,156.93
12775  ,1.987e+02   ,73.494  ,18  ,-157.01
12776  ,1.991e+02   ,9.8112  ,18  ,157
12777  ,1.989e+02   ,63.688  ,18  ,-157.01
12778  ,1.991e+02   ,-10.021  ,18  ,156.92
12779  ,1.989e+02   ,-19.893  ,18  ,156.95
12780  ,1.988e+02   ,-29.332  ,18  ,157.16
12781  ,1.991e+02   ,19.169  ,18  ,-148.24
12782  ,1.989e+02   ,-38.882  ,18  ,157.08
12783  ,1.990e+02   ,-48.686  ,18  ,156.97
12784  ,1.993e+02   ,-9.8908  ,18  ,-148.33
12785  ,1.988e+02   ,-68.618  ,18  ,156.99
12786  ,1.986e+02   ,-78.543  ,18  ,157.1
12787  ,1.985e+02   ,-87.939  ,18  ,157.12
12788  ,1.985e+02   ,-107.16  ,18  ,156.97
12789  ,1.985e+02   ,-117.01  ,18  ,156.96
12790  ,1.990e+02   ,-69  ,18  ,-148.31
12791  ,1.983e+02   ,-127.12  ,18  ,156.98
12792  ,1.988e+02   ,-79.001  ,18  ,-148.2
12793  ,1.980e+02   ,-136.87  ,18  ,156.97
12794  ,1.978e+02   ,-146.33  ,18  ,157.16
12795  ,1.978e+02   ,-156.01  ,18  ,157.13
12796  ,1.985e+02   ,-113.75  ,18  ,-156.93
12797  ,1.978e+02   ,-165.71  ,18  ,157.04
12798  ,1.980e+02   ,-175.57  ,18  ,157.01
12799  ,1.984e+02   ,-123.48  ,18  ,-156.99
12800  ,1.980e+02   ,-185.6  ,18  ,157.02
12801  ,1.979e+02   ,-195.46  ,18  ,157.05
12802  ,1.981e+02   ,-168.22  ,18  ,-148.4
12803  ,1.982e+02   ,-177.91  ,18  ,-148.42
12804  ,1.978e+02   ,-233.98  ,18  ,156.94
12805  ,1.982e+02   ,-187.6  ,18  ,-148.42
12806  ,1.978e+02   ,-244.07  ,18  ,156.96
12807  ,1.979e+02   ,-207.33  ,18  ,-148.33
12808  ,1.977e+02   ,-212.36  ,18  ,-157.03
12809  ,1.979e+02   ,-217.33  ,18  ,-148.4
12810  ,1.972e+02   ,-282.69  ,18  ,156.99
12811  ,1.972e+02   ,-292.48  ,18  ,156.98
12812  ,1.971e+02   ,-302.66  ,18  ,157.01
12813  ,1.968e+02   ,-388.67  ,18  ,14.929
12814  ,1.968e+02   ,-388.67  ,18  ,4.9762
12815  ,1.966e+02   ,-397.29  ,18  ,29.857
12816  ,1.965e+02   ,-322.32  ,18  ,157.15
12817  ,1.965e+02   ,-397.29  ,18  ,39.81
12818  ,1.963e+02   ,-331.83  ,18  ,157.12
12819  ,1.957e+02   ,388.67  ,18  ,-124.4
12820  ,1.962e+02   ,-341.2  ,18  ,157.11
12821  ,1.965e+02   ,-388.67  ,18  ,64.69
12822  ,1.957e+02   ,375.14  ,18  ,-148.1
12823  ,1.961e+02   ,-351.12  ,18  ,157.01
12824  ,1.964e+02   ,-388.67  ,18  ,74.643
12825  ,1.963e+02   ,-388.67  ,18  ,84.595
12826  ,1.980e+02   ,-239.04  ,18  ,148.21
12827  ,1.959e+02   ,388.67  ,18  ,-114.45
12828  ,1.962e+02   ,388.67  ,18  ,-94.548
12829  ,1.960e+02   ,-361.04  ,18  ,156.94
12830  ,1.962e+02   ,-388.67  ,18  ,94.548
12831  ,1.963e+02   ,388.67  ,18  ,-84.595
12832  ,1.956e+02   ,-371.05  ,18  ,157.05
12833  ,1.960e+02   ,388.67  ,18  ,-104.5
12834  ,1.958e+02   ,-397.29  ,18  ,109.48
12835  ,1.953e+02   ,-381  ,18  ,156.89
12836  ,1.956e+02   ,-397.29  ,18  ,119.43
12837  ,1.956e+02   ,-376.24  ,18  ,148.4
12838  ,1.975e+02   ,-268.45  ,18  ,148.41
12839  ,1.967e+02   ,388.67  ,18  ,-44.786
12840  ,1.974e+02   ,-287.57  ,18  ,148.33
12841  ,1.964e+02   ,388.67  ,18  ,-74.643
12842  ,1.974e+02   ,-297.6  ,18  ,148.34
12843  ,1.972e+02   ,-307.6  ,18  ,148.37
12844  ,1.965e+02   ,388.67  ,18  ,-64.69
12845  ,1.963e+02   ,-356.03  ,18  ,148.39
12846  ,1.969e+02   ,-317.47  ,18  ,148.44
12847  ,1.966e+02   ,388.67  ,18  ,-54.738
12848  ,1.979e+02   ,209.87  ,18  ,148.41
12849  ,1.980e+02   ,239.01  ,18  ,148.21
12850  ,1.968e+02   ,388.67  ,18  ,-24.881
12851  ,1.980e+02   ,200.33  ,18  ,148.44
12852  ,1.968e+02   ,388.67  ,18  ,-14.929
12853  ,1.979e+02   ,246.33  ,18  ,-148.38
12854  ,1.960e+02   ,-366.14  ,18  ,148.33
12855  ,1.955e+02   ,-388.69  ,18  ,134.76
12856  ,1.964e+02   ,-346.07  ,18  ,148.46
12857  ,1.965e+02   ,-336.5  ,18  ,148.32
12858  ,1.959e+02   ,-388.67  ,18  ,114.45
12859  ,1.960e+02   ,-388.67  ,18  ,104.5
12860  ,1.966e+02   ,-327.05  ,18  ,148.37
12861  ,1.977e+02   ,-258.85  ,18  ,148.44
12862  ,1.968e+02   ,-388.67  ,18  ,34.833
12863  ,1.968e+02   ,-388.67  ,18  ,24.881
12864  ,1.976e+02   ,-251.53  ,18  ,-156.99
12865  ,1.963e+02   ,-397.29  ,18  ,-69.667
12866  ,1.974e+02   ,-261.39  ,18  ,-156.95
12867  ,1.972e+02   ,-271.51  ,18  ,-156.98
12868  ,1.974e+02   ,-296.09  ,18  ,-148.37
12869  ,1.972e+02   ,-305.87  ,18  ,-148.35
12870  ,1.958e+02   ,-397.29  ,18  ,-109.48
12871  ,1.964e+02   ,-345.55  ,18  ,-148.28
12872  ,1.957e+02   ,-375.29  ,18  ,-148.25
12873  ,1.953e+02   ,-380  ,18  ,-156.6
12874  ,1.968e+02   ,-388.67  ,18  ,-24.881
12875  ,1.968e+02   ,-388.67  ,18  ,-34.833
12876  ,1.979e+02   ,-229.01  ,18  ,148.31
12877  ,1.957e+02   ,-388.47  ,18  ,-124.6
12878  ,1.955e+02   ,-388.51  ,18  ,-134.84
12879  ,1.962e+02   ,-388.67  ,18  ,-94.548
12880  ,1.963e+02   ,-388.67  ,18  ,-84.595
12881  ,1.959e+02   ,-388.67  ,18  ,-114.45
12882  ,1.960e+02   ,-388.67  ,18  ,-104.5
12883  ,1.967e+02   ,-388.67  ,18  ,-44.786
12884  ,1.964e+02   ,-388.67  ,18  ,-74.643
12885  ,1.965e+02   ,-388.67  ,18  ,-64.69
12886  ,1.966e+02   ,-388.67  ,18  ,-54.738
12887  ,1.968e+02   ,-388.67  ,18  ,-14.929
12888  ,1.968e+02   ,-388.67  ,18  ,-4.9762
12889  ,1.975e+02   ,-266.48  ,18  ,-148.3
12890  ,1.977e+02   ,-256.43  ,18  ,-148.31
12891  ,1.979e+02   ,-246.72  ,18  ,-148.25
12892  ,1.979e+02   ,-227.21  ,18  ,-148.35
12893  ,1.980e+02   ,-237.07  ,18  ,-148.35
12894  ,1.980e+02   ,-151.15  ,18  ,148.48
12895  ,1.982e+02   ,-190.55  ,18  ,148.37
12896  ,1.984e+02   ,-131.99  ,18  ,148.32
12897  ,1.982e+02   ,-180.59  ,18  ,148.33
12898  ,1.986e+02   ,-122.08  ,18  ,148.31
12899  ,1.981e+02   ,-170.61  ,18  ,148.37
12900  ,1.987e+02   ,-112.08  ,18  ,148.3
12901  ,1.980e+02   ,-160.78  ,18  ,148.42
12902  ,1.987e+02   ,-102.19  ,18  ,148.33
12903  ,1.981e+02   ,-141.77  ,18  ,148.29
12904  ,1.988e+02   ,-83.26  ,18  ,148.32
12905  ,1.992e+02   ,-53.676  ,18  ,148.32
12906  ,1.987e+02   ,-92.528  ,18  ,148.28
12907  ,1.990e+02   ,-34.027  ,18  ,148.36
12908  ,1.987e+02   ,-89.277  ,18  ,-148.33
12909  ,1.989e+02   ,-73.683  ,18  ,148.45
12910  ,1.992e+02   ,-14.982  ,18  ,148.27
12911  ,1.991e+02   ,-63.66  ,18  ,148.36
12912  ,1.993e+02   ,4.9139  ,18  ,148.33
12913  ,1.991e+02   ,-43.69  ,18  ,148.36
12914  ,1.991e+02   ,-40.048  ,18  ,-148.32
12915  ,1.991e+02   ,-24.813  ,18  ,148.28
12916  ,1.991e+02   ,43.579  ,18  ,148.43
12917  ,1.993e+02   ,-4.9887  ,18  ,148.3
12918  ,1.991e+02   ,63.489  ,18  ,148.28
12919  ,1.992e+02   ,14.739  ,18  ,148.32
12920  ,1.989e+02   ,73.449  ,18  ,148.48
12921  ,1.991e+02   ,24.709  ,18  ,148.26
12922  ,1.988e+02   ,83.046  ,18  ,148.32
12923  ,1.990e+02   ,33.987  ,18  ,148.49
12924  ,1.991e+02   ,39.146  ,18  ,-148.25
12925  ,1.992e+02   ,53.325  ,18  ,148.33
12926  ,1.981e+02   ,141.74  ,18  ,148.29
12927  ,1.987e+02   ,92.488  ,18  ,148.37
12928  ,1.987e+02   ,102.07  ,18  ,148.44
12929  ,1.987e+02   ,111.94  ,18  ,148.37
12930  ,1.986e+02   ,121.95  ,18  ,148.33
12931  ,1.984e+02   ,131.95  ,18  ,148.32
12932  ,1.982e+02   ,190.53  ,18  ,148.37
12933  ,1.980e+02   ,151.12  ,18  ,148.48
12934  ,1.980e+02   ,160.75  ,18  ,148.42
12935  ,1.981e+02   ,170.58  ,18  ,148.37
12936  ,1.982e+02   ,180.56  ,18  ,148.33
12937  ,1.979e+02   ,219.2  ,18  ,148.31
12938  ,1.982e+02   ,186.99  ,18  ,-148.36
12939  ,1.981e+02   ,196.79  ,18  ,-148.33
12940  ,1.979e+02   ,206.81  ,18  ,-148.37
12941  ,1.979e+02   ,216.75  ,18  ,-148.39
12942  ,1.979e+02   ,228.98  ,18  ,148.31
12943  ,1.979e+02   ,226.8  ,18  ,-148.36
12944  ,1.980e+02   ,-200.36  ,18  ,148.43
12945  ,1.979e+02   ,-219.23  ,18  ,148.31
12946  ,1.957e+02   ,-388.67  ,18  ,124.4
12947  ,1.980e+02   ,-158.4  ,18  ,-148.42
12948  ,1.975e+02   ,265.89  ,18  ,-148.35
12949  ,1.982e+02   ,231.69  ,18  ,-139.71
12950  ,1.984e+02   ,236.57  ,18  ,-131.06
12951  ,1.982e+02   ,241.44  ,18  ,-139.72
12952  ,1.981e+02   ,221.76  ,18  ,-139.68
12953  ,1.983e+02   ,226.75  ,18  ,-131.09
12954  ,1.982e+02   ,137.44  ,18  ,-148.32
12955  ,1.989e+02   ,78.418  ,18  ,-148.35
12956  ,1.990e+02   ,68.593  ,18  ,-148.35
12957  ,1.992e+02   ,58.939  ,18  ,-148.32
12958  ,1.991e+02   ,98.329  ,18  ,-130.96
12959  ,1.989e+02   ,103.34  ,18  ,-139.63
12960  ,1.989e+02   ,93.328  ,18  ,-139.64
12961  ,1.992e+02   ,78.413  ,18  ,-131.04
12962  ,1.990e+02   ,83.451  ,18  ,-139.62
12963  ,1.991e+02   ,73.501  ,18  ,-139.69
12964  ,1.994e+02   ,68.66  ,18  ,-131.02
12965  ,1.993e+02   ,63.794  ,18  ,-139.68
12966  ,1.993e+02   ,-0.30699  ,18  ,-148.22
12967  ,1.991e+02   ,-19.822  ,18  ,-148.36
12968  ,1.994e+02   ,39.142  ,18  ,-130.95
12969  ,1.993e+02   ,44.178  ,18  ,-139.56
12970  ,1.992e+02   ,34.204  ,18  ,-139.62
12971  ,1.992e+02   ,-59.474  ,18  ,-148.23
12972  ,1.994e+02   ,-40.074  ,18  ,-130.99
12973  ,1.992e+02   ,-35.01  ,18  ,-139.59
12974  ,1.993e+02   ,-44.99  ,18  ,-139.67
12975  ,1.987e+02   ,-108.84  ,18  ,-148.32
12976  ,1.987e+02   ,-118.67  ,18  ,-148.3
12977  ,1.996e+02   ,-59.425  ,18  ,-130.86
12978  ,1.994e+02   ,-54.584  ,18  ,-139.53
12979  ,1.993e+02   ,-64.313  ,18  ,-139.51
12980  ,1.985e+02   ,-128.34  ,18  ,-148.33
12981  ,1.982e+02   ,-138.12  ,18  ,-148.38
12982  ,1.989e+02   ,-93.983  ,18  ,-139.6
12983  ,1.990e+02   ,-118.65  ,18  ,-130.99
12984  ,1.989e+02   ,-113.74  ,18  ,-139.65
12985  ,1.988e+02   ,-123.54  ,18  ,-139.65
12986  ,1.986e+02   ,-138.21  ,18  ,-131.04
12987  ,1.985e+02   ,-133.28  ,18  ,-139.7
12988  ,1.983e+02   ,-143.15  ,18  ,-139.7
12989  ,1.981e+02   ,-197.37  ,18  ,-148.39
12990  ,1.982e+02   ,-202.3  ,18  ,-139.74
12991  ,1.974e+02   ,-276.6  ,18  ,-148.34
12992  ,1.974e+02   ,-286.46  ,18  ,-148.37
12993  ,1.967e+02   ,-325.61  ,18  ,-148.34
12994  ,1.977e+02   ,-296.1  ,18  ,-131.04
12995  ,1.976e+02   ,-291.27  ,18  ,-139.71
12996  ,1.975e+02   ,-300.96  ,18  ,-139.7
12997  ,1.965e+02   ,-335.53  ,18  ,-148.37
12998  ,1.961e+02   ,-365.01  ,18  ,-148.37
12999  ,1.957e+02   ,-380.37  ,18  ,-140.02
13000  ,1.959e+02   ,-378.6  ,18  ,-130.21
13001  ,1.960e+02   ,-370.58  ,18  ,-139.17
13002  ,1.964e+02   ,-360.27  ,18  ,-139.59
13003  ,1.965e+02   ,-350.52  ,18  ,-139.63
13004  ,1.961e+02   ,-380.05  ,18  ,-119.43
13005  ,1.967e+02   ,-330.59  ,18  ,-139.77
13006  ,1.970e+02   ,-320.64  ,18  ,-139.73
13007  ,1.962e+02   ,-380.05  ,18  ,-109.48
13008  ,1.973e+02   ,-310.77  ,18  ,-139.68
13009  ,1.964e+02   ,-380.05  ,18  ,-99.524
13010  ,1.967e+02   ,-380.05  ,18  ,-79.619
13011  ,1.976e+02   ,-281.56  ,18  ,-139.7
13012  ,1.976e+02   ,-271.57  ,18  ,-139.66
13013  ,1.968e+02   ,-380.05  ,18  ,-69.667
13014  ,1.978e+02   ,-261.45  ,18  ,-139.6
13015  ,1.969e+02   ,-380.05  ,18  ,-59.714
13016  ,1.970e+02   ,-380.05  ,18  ,-39.81
13017  ,1.970e+02   ,-380.05  ,18  ,-29.857
13018  ,1.982e+02   ,-241.8  ,18  ,-139.64
13019  ,1.971e+02   ,-380.05  ,18  ,-19.905
13020  ,1.974e+02   ,-277.78  ,18  ,148.31
13021  ,1.971e+02   ,-380.05  ,18  ,-9.9524
13022  ,1.966e+02   ,-371.4  ,18  ,104.67
13023  ,1.968e+02   ,-371.43  ,18  ,94.548
13024  ,1.964e+02   ,-380.05  ,18  ,99.524
13025  ,1.956e+02   ,-381.08  ,18  ,139.75
13026  ,1.960e+02   ,-371.68  ,18  ,139.02
13027  ,1.963e+02   ,-369.32  ,18  ,128.66
13028  ,1.959e+02   ,-379.52  ,18  ,130.15
13029  ,1.974e+02   ,276.05  ,18  ,-148.31
13030  ,1.974e+02   ,285.94  ,18  ,-148.37
13031  ,1.974e+02   ,295.78  ,18  ,-148.36
13032  ,1.968e+02   ,388.67  ,18  ,-4.9762
